start,end,person_name,position_short_name,position_full_name,period_name,candidacy
2018-06-07,2020-01-13,Teresa Ribera Rodríguez,Ministro,Ministra para la Transición Ecológica,Sánchez I,PSOE
2018-06-07,2018-06-18,Màxim Huerta Hernández,Ministro,Ministro de Cultura y Deporte,Sánchez I,PSOE
2018-06-07,2020-01-13,Nadia Calviño Santamaría,Ministro,Ministra de Economía y Empresa,Sánchez I,PSOE
2018-06-07,2018-09-11,Carmen Montón Giménez,Ministro,"Ministra de Sanidad, Consumo y Bienestar Social",Sánchez I,PSOE
2018-06-07,2020-01-13,Pedro Duque Duque,Ministro,"Ministro de Ciencia, Innovación y Universidades",Sánchez I,PSOE
2018-06-14,2020-01-13,José Guirao Cabrera,Ministro,Ministro de Cultura y Deporte,Sánchez I,PSOE
2018-09-12,2020-01-13,María Luisa Carcedo Roces,Ministro,"Ministra de Sanidad, Consumo y Bienestar Social",Sánchez I,PSOE
2020-01-08,2999-12-31,Pedro Sánchez Pérez-Castejón,Presidente,Presidente del Gobierno,Sánchez II,PSOE
2020-01-13,2021-07-12,Carmen Calvo Poyato,Vicepresidente,Vicepresidenta Primera del Gobierno,Sánchez II,PSOE
2020-01-13,2021-03-31,Pablo Iglesias Turrión,Vicepresidente,Vicepresidente Segundo del Gobierno,Sánchez II,UP
2020-01-13,2021-03-31,Nadia Calviño Santamaría,Vicepresidente,Vicepresidenta Tercera del Gobierno,Sánchez II,PSOE
2020-01-13,2021-07-12,Teresa Ribera Rodríguez,Vicepresidente,Vicepresidenta Cuarta del Gobierno,Sánchez II,PSOE
2020-01-13,2021-07-12,Carmen Calvo Poyato,Ministro,"Ministra de Presidencia, Relaciones con las Cortes y Memoria Democrática",Sánchez II,PSOE
2020-01-13,2021-03-31,Pablo Iglesias Turrión,Ministro,Ministro de Derechos Sociales y Agenda 2030,Sánchez II,UP
2020-01-13,2999-12-31,Nadia Calviño Santamaría,Ministro,Ministra de Asuntos Económicos y Transformación Digital,Sánchez II,PSOE
2020-01-13,2999-12-31,Teresa Ribera Rodríguez,Ministro,Ministra de Transición Ecológica y Reto Demográfico,Sánchez II,PSOE
2020-01-13,2021-07-12,Arancha González Laya,Ministro,"Ministra de Exteriores, Unión Europea y Cooperación",Sánchez II,PSOE
2020-01-13,2021-07-12,Juan Carlos Campo Moreno,Ministro,Ministro de Justicia,Sánchez II,PSOE
2020-01-13,2999-12-31,Margarita Robles Fernández,Ministro,Ministra de Defensa,Sánchez II,PSOE
2020-01-13,2021-07-12,María Jesús Montero Cuadrado,Ministro,Ministra de Hacienda,Sánchez II,PSOE
2020-01-13,2999-12-31,Fernando Grande-Marlaska Gómez,Ministro,Ministro de Interior,Sánchez II,PSOE
2020-01-13,2021-07-12,José Luis Ábalos Meco,Ministro,"Ministro de Transportes, Movilidad y Agenda Urbana",Sánchez II,PSOE
2020-01-13,2021-07-12,María Isabel Celaá Diéguez,Ministro,Ministra de Educación y Formación Profesional,Sánchez II,PSOE
2020-01-13,2999-12-31,Yolanda Díaz Pérez,Ministro,Ministra de Trabajo y Economía Social,Sánchez II,EC-UP
2020-01-13,2999-12-31,Reyes Maroto Illera,Ministro,"Ministra de Industria, Comercio y Turismo",Sánchez II,PSOE
2020-01-13,2999-12-31,Luis Planas Puchades,Ministro,"Ministro de Agricultura, Pesca y Alimentación",Sánchez II,PSOE
2020-01-13,2021-01-27,Carolina Darias San Sebastián,Ministro,Ministra de Política Territorial y Función Pública,Sánchez II,PSOE
2020-01-13,2021-07-12,José Manuel Rodríguez Uribes,Ministro,Ministro de Cultura y Deporte,Sánchez II,PSOE
2020-01-13,2021-01-27,Salvador Illa Roca,Ministro,Ministro de Sanidad,Sánchez II,PSOE
2020-01-13,2021-07-12,Pedro Duque Duque,Ministro,Ministro de Ciencia e Innovación,Sánchez II,PSOE
2020-01-13,2999-12-31,Irene Montero Gil,Ministro,Ministra de Igualdad,Sánchez II,UP
2020-01-13,2999-12-31,Alberto Garzón Espinosa,Ministro,Ministro de Consumo,Sánchez II,UP
2020-01-13,2999-12-31,José Luis Escrivá Belmonte,Ministro,"Ministro de Inclusión, Seguridad Social y Migraciones",Sánchez II,PSOE
2020-01-13,2021-12-20,Manuel Castells Oliván,Ministro,Ministro de Universidades,Sánchez II,ECP-GUAYEM EL CANVI
2021-01-27,2021-07-12,Miquel Iceta Llorens,Ministro,Ministro de Política Territorial y Función Pública,Sánchez II,PSOE
2021-01-27,2999-12-31,Carolina Darias San Sebastián,Ministro,Ministra de Sanidad,Sánchez II,PSOE
2021-03-31,2021-07-12,Nadia Calviño Santamaría,Vicepresidente,Vicepresidenta Segunda del Gobierno,Sánchez II,PSOE
2021-03-31,2021-07-12,Yolanda Díaz Pérez,Vicepresidente,Vicepresidenta Tercera del Gobierno,Sánchez II,EC-UP
2021-03-31,2999-12-31,Ione Belarra Urteaga,Ministro,Ministra de Derechos Sociales y Agenda 2030,Sánchez II,UP
2021-07-12,2999-12-31,Nadia Calviño Santamaría,Vicepresidente,Vicepresidenta Primera del Gobierno,Sánchez II,PSOE
2021-07-12,2999-12-31,Yolanda Díaz Pérez,Vicepresidente,Vicepresidenta Segunda del Gobierno,Sánchez II,EC-UP
2021-07-12,2999-12-31,Teresa Ribera Rodríguez,Vicepresidente,Vicepresidenta Tercera del Gobierno,Sánchez II,PSOE
2021-07-12,2999-12-31,José Manuel Albares Bueno,Ministro,"Ministro de Exteriores, Unión Europea y Cooperación",Sánchez II,PSOE
2021-07-12,2999-12-31,Pilar Llop Cuenca,Ministro,Ministra de Justicia,Sánchez II,PSOE
2021-07-12,2999-12-31,María Jesús Montero Cuadrado,Ministro,Ministra de Hacienda y Función Pública,Sánchez II,PSOE
2021-07-12,2999-12-31,Raquel Sánchez Jiménez,Ministro,"Ministra de Transportes, Movilidad y Agenda Urbana",Sánchez II,PSOE
2021-07-12,2999-12-31,Pilar Alegría Continente,Ministro,Ministra de Educación y Formación Profesional,Sánchez II,PSOE
2021-07-12,2999-12-31,Félix Bolaños García,Ministro,"Ministro de Presidencia, Relaciones con las Cortes y Memoria Democrática",Sánchez II,PSOE
2021-07-12,2999-12-31,Isabel Rodríguez García,Ministro,Ministra de Política Territorial,Sánchez II,PSOE
2021-07-12,2999-12-31,Miquel Iceta Llorens,Ministro,Ministro de Cultura y Deporte,Sánchez II,PSOE
2021-07-12,2999-12-31,Diana Morant Ripoll,Ministro,Ministra de Ciencia e Innovación,Sánchez II,PSOE
2021-07-12,2999-12-31,Joan Subirats Humet,Ministro,Ministro de Universidades,Sánchez II,ECP-GUAYEM EL CANVI
